username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Spencer Brown,815975815162654720,"Shoreline, WA",2023-01-22 21:25:54,@PFF He did not make a football move and did not survive the ground inbounds it’s clearly not a catch,0,Twitter for iPhone,
fuck bokai,14199284,Seattle,2023-01-22 21:24:07,"???? 

did jesus like football? https://t.co/nOjShK7q8r",0,Twitter for iPhone,
Scott Eklund,149020323,Seattle,2023-01-22 21:23:10,"Highly-Rated 2024 Nor Cal QB Austin Mack Talks UW Visit, Decision Timeline @chris_fetters @kimgrinolds @dawgman247… https://t.co/eKJEI3SJP3",3,Twitter Web App,
Stuart Chilmaid,929319671094022144,Kent,2023-01-22 21:23:10,"@danredford70 Addicted Tony Adams
Fever Pitch Nick Hornby
Put to the Test Sir Geoffrey Boycott
The Football Grounds… https://t.co/QEiAYsjWn8",0,Twitter for Android,
Seasoned Words,898505143,"Seattle, WA",2023-01-22 21:21:24,These football Jesus ads need to chill,0,Twitter for iPhone,
roger szmodis,247007508,"Seattle, WA",2023-01-22 21:20:57,In some instances I’d be like hey guys do something cute and try to catch them off guard. But with Zac Taylor no th… https://t.co/rPVBT6kU1H,0,Twitter for iPhone,
Joshua Tufts,34007996,"Seattle, WA USA",2023-01-22 21:19:55,@Super70sSports Mox goes on to revolutionize Brown University football as a student athlete/Offensive Coordinator.… https://t.co/vmDz26zT5H,0,Twitter for iPhone,
ZoeRonny🦋💚,812453527,"Tacoma, WA",2023-01-22 21:18:40,@ashtonaut903 @NFL_DovKleiman He needs to stay put we gon make some shit shake here soon man. Played good football… https://t.co/qsFuoXDrrW,0,Twitter for iPhone,
Knox Overstreet,1328410381,"Tacoma, WA",2023-01-22 21:16:42,@breezyCLE I want the winner of Bengals @ Bills to win the whole thing. I'm rooting for good football.,0,Twitter for Android,
John Fraley,892784155,Seattle,2023-01-22 21:13:08,A football play should end when two feet are down in the end zone with clear control of the ball. The touchdown has… https://t.co/cMFyXapi8i,1,Twitter for Android,
Seattle Sea Dragons,1045411035757273088,"Seattle, WA",2023-01-22 21:12:46,"People ask me 𝐖𝐇𝐘 I play football– This is my 𝐖𝐇𝐘 #Family 

#XFL2023 | #BreatheFire https://t.co/U1P7gdqlMS",10,Twitter for iPhone,
Monica 🐀,1171230782427422727,"Seattle, WA",2023-01-22 21:11:43,"I clearly don't understand football because how is that not a catch??? He caught the ball??? 
#CINvsBUF",0,Twitter for Android,
Shane Gillette,205326698,"Seattle, WA",2023-01-22 21:11:39,@ConorB76 I hate this for football. The receiver's job is hard enough already.,0,TweetDeck Web App,
A-A-RON,840290766899494912,"Seattle, WA",2023-01-22 21:11:25,@ilovejowee Football and bong,0,Twitter for iPhone,
Nick Kendell 🏔,728707326,"Seattle, WA",2023-01-22 21:09:03,"Is Fred Warner the only truly good linebacker in football?

My blog: https://t.co/pPiKiah0Mx",0,Twitter for iPhone,
Jowee 💋,255858116,"Seattle, WA",2023-01-22 21:02:42,Football sucks all my time. 😅,0,Twitter for iPhone,
fuck bokai,14199284,Seattle,2023-01-22 20:58:25,"my favorite thing to see when i watch football is actually just a wet lens, thank you CBS",0,Twitter for iPhone,
Rick Goddard,45765373,"Gig Harbor, WA",2023-01-22 20:54:42,The true Tony Dungy is what he originally tweeted. I used to follow him because he has interesting football insight… https://t.co/o44gSlKmPX,0,Mastodon-Twitter Crossposter,
Shoaib,1068197254685777920,"Seattle, WA",2023-01-22 20:52:35,"@ConnCFC Kova is quality, bas a football brain. Mount only offers work rate. There is a hugeee difference.",0,Twitter for iPhone,
World's Only Mox Hater,388619220,"Lynnwood, WA",2023-01-22 20:52:33,"Imagine watching the first quarter of this football game and thinking that defense has anything to do with winning,… https://t.co/3Kg5tAaFbf",0,TweetDeck,
Stuart Chilmaid,929319671094022144,Kent,2023-01-22 20:51:00,When football commentators weren't well weren't Sam Matterface. Where were the Germans? https://t.co/oAJOZKWtOV,0,Twitter for Android,
fuck bokai,14199284,Seattle,2023-01-22 20:50:40,"who do i want to win?

… football https://t.co/pxl0265OrV",0,Twitter for iPhone,
Jonathan Caves,1398723603353411584,"Bellevue, WA",2023-01-22 20:47:16,Definitely the best game I have watched in a while - unfortunately I suspect either of these teams would trash the… https://t.co/XLlAqiwlLT,0,Twitter for iPhone,
fuck bokai,14199284,Seattle,2023-01-22 20:41:37,(this is today’s thread about football),0,Twitter for iPhone,
Linda Schwind,1511559316460867584,Poulsbo WA,2023-01-22 20:39:46,@royharper53 just checking in on you...haven't seen you for a couple of days. Hope your Sunday is going well and if… https://t.co/ABD66EoKfy,0,Twitter Web App,
fuck bokai,14199284,Seattle,2023-01-22 20:37:49,can football please evolve beyond the shots of people in the stadium with the D(literal picket fence) signs?,0,Twitter for iPhone,
CLew 🏈🏀⚾️🥊,1169457824876728320,"Kent, WA",2023-01-22 20:35:15,"Snow is such perfect football weather. I love playing in that shit. I hate snow, but when football is involved it’s amazing",0,Twitter for iPhone,
Gee Scott Sr.,42185151,"Seattle, WA. ",2023-01-22 20:33:12,"I believe agendas and politics really get in the way of putting the best football player out there. 

“Don’t catchu… https://t.co/HICFDZWgMT",0,Twitter for iPhone,
DAWGS,1559434373409038336,"Seattle, WA",2023-01-22 20:31:58,@GeauxDuck Bills forgot how to football,0,Twitter for iPhone,
iBall,2207447354,Seattle,2023-01-22 20:30:26,"#CINvsBUF 
The game played in this kinda weather is NOT football!",0,Twitter for iPhone,
Jeraun Hairston jr.,981041646472126464,"Seattle, WA",2023-01-22 20:29:11,@Sackatchewan2 @Eddie_Steele97 @TBlazer5AS1 I actually probably don’t wanna fight for the UFC because of the way Da… https://t.co/Tcslts0hNp,0,Twitter for iPhone,
Tom Crain,797229696,Seattle,2023-01-22 20:27:09,@mlondo856 @rltsports Washington was there 6 years ago. TCU had a fine season and got lucky against Michigan. USC a… https://t.co/DcdX2pVSZg,0,Twitter for iPhone,
Mike Williams,5806372,Kent,2023-01-22 20:24:31,@brianmoore666 There’s something great about watching American football in the snow.,0,Twitter for iPhone,
Zay 👑,3060531584,"Tacoma, WA",2023-01-22 20:24:15,beautiful football bengals,0,Twitter for iPhone,
Thee,36292131,"Seattle, WA",2023-01-22 20:22:41,"@corymassimino My body my choice until your son wants to play football, then protect the child at all costs",0,Twitter for iPhone,
Nick Brackney,297525686,"Seattle, WA",2023-01-22 20:20:51,Snow football 🏈 ❄️ is the best football!,0,Twitter for iPhone,
chill ferrell,43204057,under the sea,2023-01-22 20:19:13,FOOTBALL,0,Twitter Web App,
TG Breudini,1420598403201863680,,2023-01-22 20:12:46,"Great discussion with friends last evening...Best College Football Player Names ever.
Great responses. Mine:
1. Son… https://t.co/9130KXjRGb",0,Twitter for Android,
Finance Social Club,1602180935986065408,"Seattle, WA",2023-01-22 20:09:46,"Clean energy only

Gym got out of the way this morning 

Now I’ll sit watch football and plan stock option trades f… https://t.co/vDbn7d7EnA",0,Twitter for iPhone,
Niko Moreno,430256557,"Seattle, WA",2023-01-22 20:07:03,"I absolutely love snow #NFLPlayoff football, especially when it has the potential to be the best game of the weeken… https://t.co/vlksYlkyAa",0,Twitter for Android,
Scott Pastell,108796977,Seattle,2023-01-22 20:05:18,"Been waiting for this for 30 years. Playoff football in January in #Buffalo, NY.",0,Twitter for iPhone,
Tim,782329,"Redmond, WA",2023-01-22 20:04:19,More playoff football...and a snowy field. Gonna be fun day! #CINvsBUF #NFLTwitter,0,Twitter Web App,
Michael Wolf,15603647,"Seattle, WA",2023-01-22 20:04:06,.@YouTubeTV football just doesn't work for me. I get a blacked out screen for all live games. Anyone else get this?… https://t.co/QvFy4AtKV8,0,Twitter Web App,
Jeraun Hairston jr.,981041646472126464,"Seattle, WA",2023-01-22 20:02:54,@Eddie_Steele97 @Sackatchewan2 @TBlazer5AS1 I played football since I was 5 to 20 years old. Next,0,Twitter for iPhone,
shambles klutz,196086899,Fife,2023-01-22 20:01:17,"Sunday beach clean: a LOT of plastic, cans, wet wipes, a landline phone base, rubber glove, half a football, rope,… https://t.co/T7zUyzAKfC",0,Twitter for Android,
kendraaa.,136287698,"Seattle, Washington, USA",2023-01-22 20:00:33,IM SO EXCITED FOR THIS DAMN FOOTBALL GAME #CINvsBUF,0,Twitter for iPhone,
University of Washington Esports,1291472845466292224,"Seattle, WA",2023-01-22 20:00:31,"@ggsfsu @UW_Football Boonker's got places to be, and so do we as prepare for our fifth match of the day against… https://t.co/ODvW3HSp92",0,Twitter Web App,
Monica 🐀,1171230782427422727,"Seattle, WA",2023-01-22 19:58:01,"I really think that if you are gonna play football in the winter, it should be expected that occasionally there's g… https://t.co/FfufctY3ZW",0,Twitter for Android,
Jeffrey,1192845777472647168,"Kingston, WA",2023-01-22 19:57:59,Yeah finally some NFL football 🏈,0,Twitter for Android,
Michelle Millman,22173094,"Seattle, WA",2023-01-22 19:57:45,"How great is THIS?! #DamarHamlinStrong 

https://t.co/uzStu33hEa",1,Twitter for iPhone,
Alejandro,14762535,"Seattle, Washington",2023-01-22 19:56:43,@ChuckSteak1178 @DentonCarter @TheNatureDawg Not really. That game isnt ancient history. Anyone with a discerning e… https://t.co/l9OV2ZVPGX,0,Twitter for iPhone,
University of Washington Esports,1291472845466292224,"Seattle, WA",2023-01-22 19:53:36,"@ggsfsu 11 shots to 3, @UW_Football aren't the only Huskies with a powerful offense on the field 👀 https://t.co/2gRuUvibj0",0,Twitter Web App,
Jowee 💋,255858116,"Seattle, WA",2023-01-22 19:52:51,Let’s go fun football! Hehe,0,Twitter for iPhone,
Kevin Cleary,262961555,"Seattle, WA",2023-01-22 19:46:28,Football weather!!,0,Twitter for iPhone,
Lady Danbury's Eyebrows,2762623700,In a pineapple under the sea,2023-01-22 19:43:39,"Football banter is crazy....lord! 
I'm wheezing. 😂😂😂 https://t.co/4gk2HJoTmZ",0,Twitter for Android,
SeanNyberg,15824811,"Bellevue, WA",2023-01-22 19:37:57,"(cont. debunk of ""Go Woke Go Broke"" at Disney)
- Most watched Monday Night Football game (ESPN)
- Most watched non-… https://t.co/Av7HCBy0ue",2,Twitter Web App,
Sahil Piyarali,1547960294508339200,Seattle,2023-01-22 19:30:45,@vmaughan3 @lePepe18 I’m not a huge fan of Dungy’s recent comments but I also think Gee Scott Sr. is a washed up hi… https://t.co/ifBuBtBZ3K,0,Twitter for iPhone,
Marc Seager,942313933,Kent,2023-01-22 19:28:03,"@MBHolderSonsLt1 Let's be honest, if you had offered Champions League football and maybe a cup at the start of the… https://t.co/zFVjDvEVNT",0,Twitter for Android,
⭐️️ Keith Hodo ⭐️️🌈 #BlackLivesMatter,88741171,"Seattle, WA",2023-01-22 19:27:56,@GregVanBelle Quarterbacks will be playing flag football within the decade.,0,Twitter for Android,
J.Malakhi,1428293840,Kent,2023-01-22 19:26:03,Blue Lock is the only football I’m interested in rn,0,Twitter for iPhone,
Koryn Clay,1576321330487922688,"Tacoma, WA",2023-01-22 19:25:09,@kcbbqmaster1978 @guard_amp @SportsCenter So that could be true I don’t like him as a football player and why do pe… https://t.co/4XppY931GI,0,Twitter for iPhone,
ZachaRyan,130246864,"Bremerton, WA",2023-01-22 19:24:45,It’s snowing in Buffalo. We have playoff football baby.,0,Twitter for iPhone,
nia‎,834386732145582081,SEA ,2023-01-22 19:04:10,@arslbuks hiii yes my bad!! I don't really watch football matches except the ones that i like so i just learnt his… https://t.co/QprKUJzozi,0,Twitter for Android,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-22 19:02:57,"We are seven months from the most anticipated Pac-12 football season in ages. With rosters starting to take shape,… https://t.co/8r46779Iv3",0,Echobox,
Go Cougs & Seattle Sports!,431715554,"Snohomish, WA ",2023-01-22 19:02:17,"@baseballinpix A legend. Absolute professional, durable &amp; played hurt like a football player.",0,Twitter for iPhone,
Neighbor-Hood Husky,1281821254492667912,"Seattle, WA",2023-01-22 19:02:08,@LaClaiborne @scotthuffUW @UW_Football @UW @GregBiggins @BrandonHuffman @giant_skillz @TheRealCoach_6… https://t.co/Sd20bavaWI,1,Twitter for iPhone,
Steve B AFC,887569153,London / Kent,2023-01-22 18:44:58,Keys and big Todd Boehly are my favourite two people in football at the moment . https://t.co/ZSTSv9X0pK,0,Twitter for iPhone,
Gil G. Amesh,2495884424,"Seattle, WA",2023-01-22 18:36:17,I am not prepared to watch my football team play a playoff game in the snow,0,Twitter for iPhone,
Rohit,18853933,"Seattle, WA",2023-01-22 18:31:58,"@ksvihar Had everything in it, the football gods have blessed us",0,Twitter for iPhone,
Chilumba Mubashi,23328291,"Redmond, Washington",2023-01-22 18:31:43,"Nervy but a really good game of footy! #ManUtd could have pushed some more, but #Arsenal brought the pressure.

Stu… https://t.co/Db9Fg9ha1t",0,Twitter for iPhone,
Zeus - Enic Out!!,369811128,Kent,2023-01-22 18:26:26,Football is a confidence game and the scum have loads of it #FeelSick,0,Twitter for iPhone,
Andy McGowan,297318277,Kent ,2023-01-22 18:26:00,"F*ck football! 

And 

F*ck this season into the bin!!",0,Twitter for iPhone,
"Jillian Whitton, rising 🏳️‍⚧️🐀",1175793589118308352,"Seattle, WA",2023-01-22 18:23:46,"@TheRealAW1984 ""Long suffering football fan"" 🙄🙄🙄🙄

I'm from Doncaster. The owner of Doncaster Rovers FC tried to bu… https://t.co/Rff9hONgJ9",0,Twitter for Android,
Mike Sterling ⭐️⭐️,39334660,"Duvall, WA",2023-01-22 18:22:33,A moment of quiet before the football game later today. https://t.co/VVHMF3EWya,0,Twitter for Android,
Brogue,591379142,Kent ,2023-01-22 18:20:46,"Arsenal deserve that, best 15 minutes of football I’ve seen this season!",0,Twitter for iPhone,
Adam Shildmyer,1174400480,"Seattle, WA",2023-01-22 18:19:57,@Avirey_Durdahl3 @UW_Football @eforcefootball Yessir!,0,Twitter for iPhone,
Chris Wright M.Ed,1172632491057807360,"Seattle, WA",2023-01-22 18:16:22,"✅ Offer Alert 🚨🚨
🏫 University of Indianapolis
🔗 @KyleHaessly 
🚹 5'11"" 195lbs - MLB
📍Hanover Central HS • Cedar Lake… https://t.co/FRUNDw9rkp",1,Twitter Web App,
MLS Preseason Fan,419843021,"Seattle, WA",2023-01-22 18:15:50,"""League needs to Protect (sic) the games (sic) stars better.""

So the less expensive players are disposable? 

The… https://t.co/Fp24uL1HQr",0,Twitter Web App,
Hoyty,15049242,"Sammamish,WA",2023-01-22 18:11:33,@bdsams Another reason to do nothing but watch football.,0,Twitter for iPhone,
MLS Preseason Fan,419843021,"Seattle, WA",2023-01-22 18:04:27,@SharpFootball Maybe we just make it so expensive QBs can't be touched at all then. It was a freak play. An acciden… https://t.co/e14zmol6zL,0,Twitter Web App,
nia‎,834386732145582081,SEA ,2023-01-22 18:04:17,I am not heavy on football as well. It just happens to be my hyperfixation at this moment. if you agree with my opi… https://t.co/bM21vAFgPX,0,Twitter for Android,
⚓️BBallmase🇺🇸🇻🇮,546232716,"Seattle, WA",2023-01-22 18:01:58,"I woke this morning with one thought on my mind as I get ready to watch NFL Playoff Football.
Thank god Chris Colli… https://t.co/PZZqW4xEy7",0,Twitter for iPhone,
DawgFather2,901846721172447232,"Seattle, WA",2023-01-22 17:58:09,@LaClaiborne @scotthuffUW @UW_Football @UW @GregBiggins @BrandonHuffman @giant_skillz @TheRealCoach_6… https://t.co/rtCw7C9CMQ,1,Twitter for iPhone,
nia‎,834386732145582081,SEA ,2023-01-22 17:55:33,all football matches are averagely at 3 am for me and I'm not about to watch all of them. of course me putting the… https://t.co/VkhjdVuQy6,0,Twitter for Android,
KGNW Seattle,54656912,Seattle,2023-01-22 17:55:13,"What will we do with this miracle?
The world saw live, or saw later, a 24-year-old young man in more than peak phys… https://t.co/d78YdGJaR8",0,SOCi ,
Cole,261400369,Auburn,2023-01-22 17:55:03,Got some good football today 👀,0,Twitter for iPhone,
Dawgin1,468770391,"Seattle, WA",2023-01-22 17:51:18,@PrestonTaumua @scotthuffUW @UW_Football @atown_media @CoachNokesDL @ZMauga50 @LiiliiMika @Da1AndOni… https://t.co/xYHraVLw8B,0,Twitter Web App,
Christian🦅,900774007905153024,By the sea,2023-01-22 17:41:42,Finding an illegal way to watch football is getting proper hard,0,Twitter for iPhone,
Michael,1609905865,Seattle,2023-01-22 17:40:47,"In a few weeks, NFL football will be over and the start of the #Seahawks march to LVIII will start. 

Also my DAWGS are on their way",0,Twitter for Android,
La’Mario Claiborne,1404869361379155969,"Los Angeles, CA",2023-01-22 17:39:12,Purple looks good on me what u think? @scotthuffUW @UW_Football @UW #dline #dblock #DE #UniversityofWashington… https://t.co/jb2lIWaqwk,21,Twitter for iPhone,
AK Gooners,1675160323,"Lynnwood, WA",2023-01-22 17:26:21,Nervousness. We need to calm down and play our football. We must do better in second half.,0,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-22 17:25:57,Nationally coveted talents are migrating to Colorado in ways we haven't seen in a long time because of Deion Sander… https://t.co/kHiuaUvGbX,0,Echobox,
Gamaliel,1397007055249047553,"Seattle, WA",2023-01-22 17:19:56,@DavidEarly Protect them more? Like flag football for QBs only?,0,Twitter for iPhone,
Brian Stewart,899039786,Seattle,2023-01-22 17:18:56,@MarioDBailey We call that homie league football. Grew up on that in the district,0,Twitter for iPhone,
John Metzger,7771912,"Redmond, WA",2023-01-22 17:15:20,Both ManU and Arsenal play with 10x the pace and incisiveness of Spurs. The energy level both squads bring into mat… https://t.co/vRX6NsAL82,0,Twitter for iPhone,
Eric Comeau,147382688,Seattle,2023-01-22 16:36:43,"@pulpmx Baseball has bat boys and girls, basketball has ball boys and girls, soccer has the kids that walk out at t… https://t.co/1Q87vU9Nei",0,Twitter Web App,
Alex Ander,919394690,"Seattle, WA",2023-01-22 16:27:47,@OKPeprah @raidroad25 @pseudee @Batty408 Let’s see what excuse u’ll come up with after we whoop asses. Besides some… https://t.co/GnxXHoQBpC,0,Twitter for iPhone,
Adam,110850376,"Seattle, WA",2023-01-22 16:23:53,Dortmund are incapable of playing boring football,0,Twitter for iPhone,
nia‎,834386732145582081,SEA ,2023-01-22 16:19:33,something that doesn't feel right about football is how little appreciation that back defenders get when they have… https://t.co/wyrbwEDlZY,1,Twitter for Android,
Sam Franks,274187999,"Tacoma, WA",2023-01-22 16:19:11,@ProFootballTalk Don't know about 7 hours of football. I do know I've got 7 hours of skiing ahead of me today starting in 1 hour.,0,Twitter for Android,
I. Hernandez,39011969,"Fremont, Seattle",2023-01-22 16:15:32,@SprgfldBill09 @kylegriffin1 The point is that there are a lot of people showing up heavily armed to threaten drag… https://t.co/88kpbyBUGQ,0,Twitter for iPhone,
Billy Kersse,1317874829824020482,At Sea,2023-01-22 16:09:41,Maturing is realising that @Football_Poet and @HamiltonRory are the elite level of football commentators. Drury’s f… https://t.co/BTXDz0fbOt,0,Twitter for iPhone,
Mike Hobby,388958610,"Seattle, Wa",2023-01-22 16:02:18,Want to see the absolute most idiotic football take you’ll ever see?  Here it is! https://t.co/cV0hWQJA1M,0,Twitter for iPhone,
Mrs Cheese,77970567,Kent,2023-01-22 15:54:13,@RMcElhenney The last 5 minutes of a football match is always 'squeaky bum time'! 😂😂😂,0,Twitter for Android,
Chris Bryant,188069348,"Tacoma, WA",2023-01-22 15:42:16,@francesweetman Imagine if I threatened people because they dared to tell me that I’m not actually the football pla… https://t.co/6LQtwd9exR,0,Twitter Web App,
MLS Preseason Fan,419843021,"Seattle, WA",2023-01-22 15:41:45,@mattoak “System football”,0,Twitter for iPhone,
"David Dranow, Master of Science",469881383,Seattle,2023-01-22 15:32:50,@turb0z_ Underrated football movie!,0,Twitter for iPhone,
Uncle_Salty,1481054655756996610,"Renton, WA",2023-01-22 15:32:03,@DavidEarly It’s football people.  You act as if this slow motion replay was choreographed in Arden’s head prior to… https://t.co/XuZkphcA1g,0,Twitter for iPad,
Kim,2320851500,"Seattle, WA",2023-01-22 15:00:59,@obinnaobiekwe18 @Football__Tweet You dont know what you are talking about,0,Twitter Web App,
jim mclean Random Record Poster,1516070729040773127,Fife,2023-01-22 14:45:05,@richardosman I have a fantasy fantasy football team. rubbish,0,Twitter Web App,
Fixme Bot,4450509553,"Seattle, WA",2023-01-22 14:02:00,"""Arab Gulf Cup Football Federation"": 215 views/day

 Please help improve it!

 https://t.co/eZUBP3gDzG… https://t.co/zvnh9aRC3r",0,FixmeBot,
KOMO News,16086928,"Seattle, WA",2023-01-22 14:00:00,"The Seahawks signed Pro Bowl kicker Jason Myers to a four-year contract on Wednesday.

https://t.co/UKD3wgRPBM",1,TweetDeck,
Ian Chursky,182479491,"Seattle, WA",2023-01-22 13:58:05,"@Football__Tweet But really probably Gordon Banks on Pele, Brazil vs England, 1970 World Cup Mexico in terms of dif… https://t.co/I80sszhzRT",0,Twitter Web App,
Neil Radburn,20506479,Kent,2023-01-22 13:52:22,@owen_bhafc @AmieElle @Crozzy1971 @PalaceBySea @EaglesPerchCPFC @julianchenery @FYPFanzine A lot there that seem to… https://t.co/EU4c7YqG9u,0,Twitter for iPhone,
Michelle,1571179509818462209,"Seattle, WA",2023-01-22 13:44:17,@SparksN123 @MRedPilld Republicans are just as guilty. The border is a political football and they both use it,0,Twitter for Android,
St Mary's Beckenham,2555875143,"Beckenham, Kent",2023-01-22 13:31:19,Free Gaelic Football taster Sessions will commence on 1st February at Trinity school. Please speak to Mr McNicholas… https://t.co/yNmcsF21Va,0,Twitter for iPhone,
Kent Football News,604475070,Kent,2023-01-22 13:29:00,Two goals in the closing stages of the first half earned Gillingham their first away league win of the season and l… https://t.co/oN4wTYHp0c,0,TweetDeck,
Kim,2320851500,"Seattle, WA",2023-01-22 13:22:06,@futbolbanter69 @iam_roger6 @Football__Tweet I like Ronaldo.,0,Twitter Web App,
Christian🦅,900774007905153024,By the sea,2023-01-22 12:56:46,@Football__Tweet I miss this Cristiano,0,Twitter for iPhone,
CAROL 💙 ⭐️⭐️,631329554,kent,2023-01-22 12:46:09,@spencermorgan93 The most successful club in the last 20 years in the premier league champions league winners twice… https://t.co/LTFGHPDRrR,0,Twitter for iPhone,
Kim,2320851500,"Seattle, WA",2023-01-22 12:37:20,@Football__Tweet @btsportfootball Sounds like bullshit. Enjoy your life Van Persie.,0,Twitter Web App,
Michael Adams,21456540,Seattle ,2023-01-22 12:31:53,@pakifinau53 Greatest Setting in College Football @GreatestSetting 🏈☔️ https://t.co/4vUSRicVvT,0,Twitter for iPhone,
Christian🦅,900774007905153024,By the sea,2023-01-22 11:55:11,@SJ_NUFC And tbf I don’t see allot of football fans discuss North Korea or the KkK doesn’t mean it’s ok if they sportwash in our PL,0,Twitter for iPhone,
RYG Sports Filming,1143853908240084992,Kent,2023-01-22 11:18:31,"I ❤ FOOTBALL ⚽️📹
#seven #uptheites @SheppeyUFC @IsthmianLeague 
📷 @porsheppeyutd https://t.co/u0wckr6AIv",2,Twitter for Android,
Geek Avenger 🇺🇸🎮🏋️‍♂️🥃🐸✝️,1443717943590731781,"Seattle, WA",2023-01-22 11:15:49,"My grades became A/Bs where they had been C/Ds.
My favorite subjects were science and math.
I gained 40 lbs of musc… https://t.co/nX2oUb4F9e",0,Twitter Web App,
Matt,287772617,Kent,2023-01-22 10:24:18,"You will never convince me that someone who claims shit like this knows fuck all about football

Team trophies don’… https://t.co/eipDswkEX9",0,Twitter for iPhone,
Man-O-Kent,442632345,Kent,2023-01-22 10:20:46,"@Football__Tweet Ah, poor ickle thing. https://t.co/I7TE5wtMfz",0,Twitter for Android,
Barry B,263669487,Rochester Kent,2023-01-22 10:18:42,"@terri_tel @gate17marco @burnsieboy65 It's pretty obvious that Arsenal have benefited from no European football, an… https://t.co/2XM0jx9Hda",0,Twitter for Android,
steven mummery,66328459,rural Kent,2023-01-22 10:08:14,It is days like today that you can confirm that most football news and transfer accounts are run by school kids. An… https://t.co/Ug5sxHB3cV,0,Twitter for Android,
