username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Adrian,3332864920,"Hitchin, England",2023-01-22 13:31:22,@Geo_B_ @talkSPORT You don’t know football because.,0,Twitter for iPhone,
Paul Collinson,313356645,"Luton, England",2023-01-22 13:13:17,"@MISTERPDW @Andysbrett I’ll have a small get every now again on the football, or maybe a horse…but once upon a time… https://t.co/FMFAvCOykv",0,Twitter Web App,
Chris Goor,16741258,Saint Albans,2023-01-22 12:46:56,I see the women’s football has been called off. Nice early derig! Not sure the gimbal worked as expected tho.,0,Twitter for iPhone,
"Mr, John Adams",448077295,London!,2023-01-22 12:41:19,"@finch_richard Seen 'n' had enough of it all, ain't ya Richard!
Seen it at many different levels of football too.
C… https://t.co/vV3T4Me6B8",0,Twitter for Android,
BigBukZ🐐💫,1421211466779222016,London colney,2023-01-22 12:18:07,"How am I supposed to find a woman I can love as much as @Arsenal Football Club? 

The sleeping giant has awoken 🔥🕊️ https://t.co/jSo2pujuRY",34,Twitter for iPhone,
Strings,127059024,"Welwyn Garden City, Herts",2023-01-22 12:16:11,@agentkitten2101 One of my favourites too… it’s become a regular haunt for pre football breakfast for me and my lad… excellent Kedgeree,0,Twitter for iPhone,
𝐖𝐞 𝐀𝐫𝐞 𝐓𝐡𝐞 𝐇𝐚𝐭𝐭𝐞𝐫𝐬,1060902046881234944,"Luton, England",2023-01-22 12:12:13,"If you're a true football fan, spell out your name using football clubs.

#COYH #WATH",0,Twitter for Android,
Orlagh Daly,521434614,"Letchworth, England",2023-01-22 12:07:12,really could’ve done with pelting a football today,1,Twitter for iPhone,
Dave,2678107302,"Luton, England",2023-01-22 11:22:20,"@JoshKW10 @Bmcllm @secondtierpod I see, so you're actually an adult (presumably) and you're still calling people na… https://t.co/k2jv4nmqM4",0,Twitter Web App,
Hitchin Town Womens FC,2697663750,"Hitchin, England",2023-01-22 10:58:08,Unfortunately Mother Nature has had its say again and we have had to postpone our game against @GarstonLadiesFC. Pi… https://t.co/NS6IugmwL5,1,Twitter for iPhone,
Rob Caiger,703951657403555840,"London, UK",2023-01-22 10:44:28,@Nikki13687705 @MsPeacheeKeen @RooneyRachel Very true Nikki 🤣 - &amp; she’s wearing her football boots (still have a br… https://t.co/jwoz8DIMOA,0,Twitter for iPhone,
Ultimate Football,2956785760,Welwyn Garden City,2023-01-22 10:38:21,"Play in a league that puts YOU first. Sign up now.

#6aside #5aside #football #league #welwyngardencity… https://t.co/JJFdjfYryn",0,Buffer,
ᵀᴼᶠᶠᴱᴱᴹᴬᴺᴸᴱˢᵀᴱᴿ✨1878,1104624746,"Baldock, England",2023-01-22 10:37:29,"@kateguyx Limited lbh not one stand out candidate but there wasn’t when he got the job…
You don’t keep an underperf… https://t.co/Q518rWOsct",0,Twitter for iPhone,
Robson O'Reardon🎗,78648844,Luton,2023-01-22 10:20:34,Lovely weather for football. Bit nippy https://t.co/IbPbROfKc4,0,Twitter for iPhone,
Rob Caiger,703951657403555840,"London, UK",2023-01-22 10:11:08,@Nikki13687705 @MsPeacheeKeen @RooneyRachel I am Nikki - she’s a star (as every daughter is 😊). Seeing the world th… https://t.co/u0uCwulwHQ,1,Twitter for iPhone,
Ron,1509946956101173261,Stevenage,2023-01-22 09:52:09,@adhddjmenace @TheAthleticFC @PJBuckingham It’s to protect the lower football leagues where clubs really rely on ga… https://t.co/agKVwWdJHF,0,Twitter for iPhone,
Andrew Pilborough,239948152,welwyn garden city,2023-01-22 09:27:42,"@jrlieffering @jctrxx I'm still licking my sounds from the football yesterday! 😭

Hope you have better luck than us...and enjoy your beer 🍻",0,Twitter for Android,
Timothy Kelchner,1414386469725159427,Saint Albans ,2023-01-22 04:25:26,@jeff_ruff @AmyChurilla We saw our worst football attendance average since 2001 and Neal Brown still has his job I… https://t.co/sK2kgQMDN4,0,Twitter for iPhone,
Matt,19421740,Harpenden,2023-01-21 22:50:09,@TheRealPeteLaw Yep. I can see a Leeds/Man City/Forest situation &amp; League 1 football. The running of the club looks… https://t.co/JUxG96WXT4,0,Twitter for iPhone,
Martyn Gill,228101205,"Redbourn, England",2023-01-21 22:35:36,"@andy_murray I had a full knee replacement in 2019 and despite being a keen sportsman, I was told that I will no lo… https://t.co/8HixzizS05",0,Twitter for iPad,
Ftnfwest🏴󠁧󠁢󠁥󠁮󠁧󠁿,3372656079,"Letchworth, England",2023-01-21 21:55:24,"@rockape7852 @_The72 You’re there sir, at least we won’t be stopping you. We’ve had all the good times we’re due fo… https://t.co/Sq4CNwX8Ij",0,Twitter for iPad,
Amal Wijeratne,215738205,"Luton, England",2023-01-21 21:04:36,@Football__Tweet Kid looks 32 😅 @DaveDeeney11,0,Twitter for Android,
Red devil,3067690282,Luton,2023-01-21 20:50:35,Frank Lampard on verge of being sacked at Everton after West Ham loss https://t.co/OZRiBQsQeb via @MailSport,0,Twitter Web App,
Stevenage Interviews,1268298203063091201,Stevenage,2023-01-21 20:09:35,Richie Wellens is the biggest dick in Football! So glad we humbled them today 😆😆😆 #LeytonOrientWereComingForYou,0,Twitter for iPhone,
Stevenage Interviews,1268298203063091201,Stevenage,2023-01-21 20:04:23,@AFCandAircraft I started chanting that they play shit football and he bit back so I told him we were going to fini… https://t.co/Z3sf155Z71,0,Twitter for iPhone,
Matt Bigg,25269362,"St Albans, Herts",2023-01-21 20:00:34,"There is a lot of people in youth football, that shouldn’t be in youth football.",0,Twitter for iPhone,
Aidan,557597579,"Letchworth, Hertfordshire",2023-01-21 19:45:57,@Dsweeney_ You are very good at football,0,Twitter for Android,
Red devil,3067690282,Luton,2023-01-21 19:42:31,Harry Maguire speaks out on his limited game time at Manchester United https://t.co/4eDoFiXn8Y,0,Twitter Web App,
Red devil,3067690282,Luton,2023-01-21 19:41:02,Man United squad vs Arsenal as two missing https://t.co/AzEB8jKrsl,0,Twitter Web App,
Roger Protz,344247780,"St Albans, UK",2023-01-21 19:39:30,@HornesBrewery @YorkBrewery @PPudney @PhilK83 @briantaylor56 @rescuedogdexter @doughtagnan @HinckleyHammer… https://t.co/EWqdhvQWhI,0,Twitter Web App,
Red devil,3067690282,Luton,2023-01-21 19:38:11,EXCLUSIVE: Manchester United are eyeing a summer deal for Harry Kane https://t.co/diI2VdfhWk via @MailSport,0,Twitter Web App,
connstevie,351524345,Hertford,2023-01-21 19:20:09,"The Premier league... Watching two groups of highly paid professionals produce turgid, uninspiring 'football' in a… https://t.co/cTneuW3b9w",0,Twitter for Android,
Rob Caiger,703951657403555840,"London, UK",2023-01-21 19:15:28,@RooneyRachel Jessie saw your message. She hasn’t stopped jumping yet (&amp; that’s after football against the boys who… https://t.co/uCN9bR7mje,3,Twitter for iPhone,
Saad Pervaiz Gujjar,129272134,"Hatfield, England",2023-01-21 18:49:49,@WajSKhan @CMShehbaz FIFA banned Pakistan Football Federation under Imran Khan's govt.,0,Twitter for Android,
Adam🇺🇦,1062815006876749825,Ware,2023-01-21 18:49:13,"@francesweetman The scene in Four Lions, where the guys just badly playing football are renditioned, springs to min… https://t.co/BhzD5fN1bR",0,Twitter Web App,
Waltham Cross FC,1458637673120378882,Waltham Cross,2023-01-21 18:45:38,@danwelchy8 @ApsleyFc @HatUnitedFC @BaldockTownRes @level7academy Maybe but always need to keep a eye on the quiet… https://t.co/k8mDifcS35,0,Twitter for Android,
Gav,250664608, Cheshunt,2023-01-21 18:36:42,"Looks on the verge of breaking down

No man should be put through the level of shit that football can bring 

The h… https://t.co/6HJMIZKjqA",0,Twitter for Android,
Stevenage Interviews,1268298203063091201,Stevenage,2023-01-21 18:24:42,3-0 win Orient having to play dirty and Richie Wellens biting because I said that they play shit Football 😆😆😆,1,Twitter Web App,
Emily Keogh,1082003961039765504,St Albans ,2023-01-21 17:57:57,The fact this is still happening in the top flight of women’s football is such a shame :/ Makes this Spurs second h… https://t.co/sjiH8Kxrhz,0,Twitter for iPhone,
ReubensFootballShirts.,1087814662652084226,"Luton, England",2023-01-21 17:46:03,"Not sure many people still appreciate it given the ease of streaming services on phones, but there's something real… https://t.co/Nvpj1XB6tc",0,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:27:20,@sistoney67 The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked him and… https://t.co/WaERbwLHCO,0,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:27:15,@sistoney67 The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked him and… https://t.co/QRcAwUDwsT,0,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:26:20,@Dan23_92 The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked him and a… https://t.co/YwFZpip0yq,0,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:25:52,@Mrjamieohara1 The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked him… https://t.co/wvNr4wjtAB,0,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:25:41,@jasaw83 The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked him and ar… https://t.co/shsuO39HJV,0,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:25:27,@joe_thomas18 The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked him a… https://t.co/TmSOOrDjja,1,Twitter for Android,
Jeremy Levene,1453300195,Borehamwood,2023-01-21 17:25:15,@RealKevinPalmer The fans demonstrated about appointing Victor Perreira in favour of Lampard so basically picked hi… https://t.co/KfBVvltukJ,0,Twitter for Android,
Dan Gaze,440977538,stevenage,2023-01-21 17:21:58,@Tottenham_Feed Let’s hope he turns up to play football Monday,0,Twitter Web App,
BuryRangersFC,723692120,Hertford,2023-01-21 17:09:41,More lessons to learn as the First Team slump to 5-2 defeat to an off character @GreenburyUtd - absolute shambolic… https://t.co/WY9TwhrXJN,1,Twitter for iPhone,
James,1362244252290453504,St Albans ,2023-01-21 17:06:48,"@crapbearddad @LutonTownExile I was excited to see him go, it was anti football from NJ and it was shite",0,Twitter for iPhone,
TwoCanKelly,633179377,Luton ,2023-01-21 16:59:38,@LSVids I hate football more and more with every passing day,0,Twitter for iPhone,
SJL PE Faculty,804653125,"Harpenden
",2023-01-21 16:33:26,Excellent morning of competitive football against @RPSPE to compliment last nights games. Yr8 drew 3-3; Yr9 drew 2-… https://t.co/mBUF3q6mIO,0,Twitter for iPhone,
SH,1450286697883881475,"Enfield, London",2023-01-21 16:25:00,Brighton lack that killer instinct - tekky ballers all round but j can’t see them making European football,0,Twitter for iPhone,
Duncan Culley,535239413,St. Albans ,2023-01-21 15:25:37,@Football__Tweet The game is dead,0,Twitter for iPhone,
🎲,1520788156307677185,london colney.,2023-01-21 14:35:18,30 mins of football btw. 0 g/a https://t.co/xXNtZaANvx,0,Twitter Web App,
Archie,416177144,broxbourne,2023-01-21 14:26:47,What a horrific game of Football 🤦🏼‍♂️,0,Twitter for iPhone,
Tommy Robinson,1585917263147945984,"Luton, United Kingdom",2023-01-21 13:50:47,"Promo to my latest podcast with @thecentralclub_

You need to watch the first 40mins to see why I was at breaking p… https://t.co/uP3u1hl6ji",94,Twitter for Android,
Steven Colyer,515671423,Welwyn Garden City,2023-01-21 13:21:30,@Football__Tweet What we looking at lol?,0,Twitter for Android,
Gary Linke,77319136,London,2023-01-21 13:05:06,"Love this video. Was mad on football without 100s of live games to watch on TV, no FIFA game and no online betting. https://t.co/rre2vc0z2R",0,Twitter for Android,
Laura Hunter,1608322213,St Albans ,2023-01-21 11:39:28,"Mikel Arteta’s side are outpacing Arsenal’s Invincibles this season, but can form be sustained? I asked the man him… https://t.co/kY1FtbGVAK",0,Twitter for iPhone,
WormleyRoversFC,4695034016,"Broxbourne, Herts",2023-01-21 11:38:58,If you need a football fix today our @WormleyRoversFC reserves game is ON 2pm KO at home on Vets pitch vs Oxhey 1st… https://t.co/lwqrFjXvr9,1,Twitter for iPhone,
Hitchin Town FC,250527479,"Hitchin, England",2023-01-21 11:16:54,"🎟️ | BARWELL TICKETS

🤞We are back at Top Field for more Monday night football as we face @BarwellFC1992 in our rea… https://t.co/6Tl0Ld1T9r",1,Twitter for iPhone,
Neil Metcalfe,90617579,"Welwyn Garden City, Herts",2023-01-21 11:12:04,That's about it as far as my football teams go. As it stands (or as far as I know) only the matches featuring Letch… https://t.co/D1M5YNY9sc,0,Twitter Web App,
Geoff sayer,872174884192997376,,2023-01-21 11:06:45,"No football for weeks on end, 3G definitely the way forward, after all it is a WINTER sport",0,Twitter for iPhone,
Welwyn Garden City FC Development,723976108589350912,Welwyn Garden City England,2023-01-21 10:59:12,"With plenty of games being called off today why not get your football fix with us!

3pm Kick off playing at Cheshun… https://t.co/ZH8RelGfB1",3,Twitter for iPhone,
Anthony,427831764,"Luton, England",2023-01-21 10:20:46,"@WatfordEng @dp66 Funny what money laundering can do, rather be owned by fans than have crooks with a few seasons of tourist league football",0,Twitter for iPhone,
Steve Schofield,15018753,"St Albans, UK",2023-01-21 10:10:12,@PrinceKKillx @ESPNUK Chelsea can do one too; they’re started this mess by ruining the organic growth of football in England.,0,Twitter for iPhone,
Peter Short,1944429991,Hertford,2023-01-21 09:53:21,@WGCFC @walthamabbeyfc Fingers a crossed. I need some football!!!,0,Twitter for Android,
Baldock Town Reserves,1157954475769966597,"Baldock, England",2023-01-21 09:18:19,"🚨Match Day Squad vs Hertford Heath Devs🚨

As we are on Astro today why not pop down to Knights Templar Sports Centr… https://t.co/KoNFs8ohnC",3,Twitter for iPhone,
SFCSA,876434569578389504,Stevenage,2023-01-21 09:15:47,@michaelradztheO Both bars are open to home &amp; away fans! More information can be found in the matchday guide below… https://t.co/ZxgbmW1xav,0,Twitter for iPhone,
Kevin Harper,327629108,Luton,2023-01-21 08:54:42,"Here is our preview of today's #Championship matches - https://t.co/iCblNxVltd

#football #betting #tips #EFL… https://t.co/WHvBRPkSqg",0,TweetDeck,
Terry williams,252251215,"Stevenage, England",2023-01-21 08:39:56,"@hot1882uk @SamGalatis Happy Birthday Sam🥳🥳 have a great day, hopefully some football later🙏🏻",0,Twitter for iPhone,
Kevin Harper,327629108,Luton,2023-01-21 08:00:01,"Here is our preview of today's #PremierLeague matches - https://t.co/uYLId7Bu3p

#football #betting #tips #EPL #LEIBHA #LCFC #BHAFC",0,TweetDeck,
Sandringham PE,634543868,St. Albans,2023-01-21 07:51:59,Sat football: Year 10 game is still on. 9am meet at Sandringham for a 9.30am kick off.,0,Twitter for iPhone,
Sandringham PE,634543868,St. Albans,2023-01-21 07:39:34,"Sat football: Year 7, 8 and 9 games are OFF!! Frozen pitches. Please spread the word.",0,Twitter for iPhone,
lee lambrianou,44171841,hertford,2023-01-20 22:49:52,@Football__Tweet Bring him to Spurs and we will properly fuck his    C V up😂,0,Twitter for iPhone,
Just shadez🇳🇬,890671656879968257,"Luton, England",2023-01-20 22:12:45,I’ve really clocked that the inverted Full back is fully like an archetype in football now. Like it’s been a thing… https://t.co/D06NjgwF7T,0,Twitter for iPhone,
Andrew Collon,239867345,"Luton, England",2023-01-20 20:44:03,Could you imagine the English football authorities punishing one of the country's largest clubs like this? https://t.co/pIcmldTrC7,0,Twitter Web App,
Etonbury PE,837022108773453825,"Stotfold, England",2023-01-20 20:21:07,"Our KS2 Legend of the week for the boys has been awarded to:
💙⭐George⭐💙
For your fantastic new &amp; vital addition to… https://t.co/qcGMJ3GgLK",6,Twitter for iPhone,
SAHAAS,764366332225806336,"St Albans, UK",2023-01-20 19:40:01,"Our next lecture is Tuesday January 24, with Geoff Wicken talking about the history of Vicarage Road Stadium… https://t.co/wS0P92Xxwo",0,Twitter Web App,
MattWilliamson,47372498,,2023-01-20 19:04:42,@greeneking Do you have to be watching Premier League football to get a burger &amp; pint for £10? I just popped into m… https://t.co/yA3SUDHH4N,0,Twitter for Android,
Civilized gunner - UC,1540278314887249920,"Luton, England",2023-01-20 18:52:13,@ErifMendoza @UltiChamps @Cooploganne Just another crazy day of football in Romania 🤯,0,Twitter for Android,
SJL PE Faculty,804653125,"Harpenden
",2023-01-20 18:34:41,Yr 7 Football - A great evening hosted by @RPSPE finished with two losses for our A and B teams. Lots of progress m… https://t.co/TJ7fk1Y08p,0,Twitter for iPhone,
Ian Miller,1559988125912502272,,2023-01-20 18:01:26,@themichaelowen Typical fical football fan 🤷🏻‍♂️🤦🏻‍♂️,0,Twitter for Android,
Fran Silver,176130486,St Albans,2023-01-20 17:11:49,@DeVries_Niels @mart1buch I’d suspect the volume of high-speed actions is highly associated to actual football time… https://t.co/smNhPEIcMi,0,Twitter for iPhone,
Wigmore Primary PE,816985287503020032,"Luton, England",2023-01-20 16:38:22,Excellent start to our extra curricular sports clubs for spring term here at WPS. This week over 175 pupils attende… https://t.co/atP09sRolq,0,Twitter for Android,
Killigrew School,799552667471253505,St Albans,2023-01-20 16:18:03,A huge congratulations to our girl's football team who won their first tournament yesterday! The semifinal went to… https://t.co/gNHQ5GmgTj,1,Twitter Web App,
Dave Higgins,35749549,Luton,2023-01-20 15:38:30,@bristol_Robyn Also there are lots of summer leagues all over Europe where you could watch some football,0,Twitter for iPhone,
Ultimate Football,2956785760,Welwyn Garden City,2023-01-20 15:01:08,"Welcome to our Wednesday league, team BALLERS

#6aside #5aside #football #league #welwyngardencity #hertfordshire… https://t.co/eXpoF6cNnq",0,Buffer,
Del Boy,20508047,Luton,2023-01-20 14:58:59,@LutonTownExile That’s football lol,0,Twitter for iPhone,
Kevin Harper,327629108,Luton,2023-01-20 14:17:08,"Here is our preview of tonight's #Championship matches - https://t.co/sGse6gh644

#football #betting #tips #EFL… https://t.co/fEQ808TCrJ",0,TweetDeck,
David Marshall,21209442,"Welwyn, UK",2023-01-20 13:43:01,"@PeakSanti Who’d have thought it, professional football people who know what they’re doing, doing what they know.",0,Twitter for iPhone,
RHS PE Department,412144228,Hertford,2023-01-20 13:42:09,"Unfortunately the ⚽️ vs Simon Balle has been cancelled due to the impending overnight frost ❌👎❄️

Fixtures next wee… https://t.co/wLOLNSz5sC",0,Twitter for iPhone,
@SASHertsSport,3002903357,"St Albans, England, UK",2023-01-20 13:35:11,"Unfortunately all sports fixtures, home and away, are off tomorrow with the forecast of heavy overnight frost. Foot… https://t.co/3L61PeP8xC",0,Twitter for iPhone,
IMIFOOTBALLACADEMY,1399085045030297602,Stevenage,2023-01-20 13:18:41,Join us to begin your football journey. https://t.co/ywd7JlfG11,0,Twitter for Android,
Sandringham PE,634543868,St. Albans,2023-01-20 13:02:09,Sat football V DAO: There will be a pitch inspection at both venues tomorrow morning at 7.30am with regards to the… https://t.co/9pxsSa9fPx,0,Twitter for iPhone,
James Hunt,984811429147611142,"Luton, England",2023-01-20 12:52:42,"@Christi70948335 Lincoln: I know what will cheer you up.
Lynn: How?
(Lincoln got a football.)
Lincoln: CATCH THE BALL!",0,Twitter for Android,
SAINTS IN THE CITY,1372115442832175105,"St Albans, Herts ",2023-01-20 09:44:28,"It's still freezing out there ❄️ but hopefully it's another huge weekend for @saintsandsacyic &amp; @CityYouthFC
💛Inclu… https://t.co/I1BQQmhc74",1,Twitter Web App,
North Herts Museum 🌈,804274105600065536,"Hitchin, England",2023-01-20 09:07:42,"#footballfridays #Denmark was an early adopter of #football, the nation was the first in mainland Europe to create… https://t.co/GCIWC5Tyox",0,Twitter Web App,
Stephen 🐁🐀🪳🪰🐝🐛🐜,1230036851483959297,Stanstead abbotts,2023-01-20 08:48:10,"Is Kaveh Solhekol still going on sky. Does he actually know anything, another one who thinks he knows everything wh… https://t.co/5pK5IExvoy",2,Twitter for iPhone,
Frank Murray,1410169079890067459,Luton ,2023-01-20 08:35:51,@sl8r7 @henricpeter @ManUtd @MarcusRashford And there’s this little saying we have in football called ‘play to the… https://t.co/aT6VHadUuy,0,Twitter for iPhone,
RobA,203082304,"Arlesey, England",2023-01-20 03:45:37,@TwoHatsHarry @fun_thief @sharrond62 If you put 100 people in an area the size of a football field equally spaced a… https://t.co/VE2GDQDM6l,0,Twitter for iPhone,
Gary Peskett,94195346,Hoddesdon,2023-01-20 02:14:24,@Football__Tweet eric dier,0,Twitter Web App,
Steve Large,719933174,Stevenage,2023-01-20 01:07:31,"@thespursweb It won’t be though. As Conte won’t change a thing. Same players, same formation, same negative footbal… https://t.co/WmKR9N49rP",0,Twitter for iPhone,
Finchy,432838174,"Hertfordshire, UK",2023-01-20 00:28:00,"@goonerscccfan @willow1886 This what I love about football, opinions. You might be right, you might be proved wrong… https://t.co/UQ14nfiG79",0,Twitter for iPhone,
Kev Mcgovern,1042866117725900801,"Luton, England",2023-01-19 23:14:56,@matthayesthfc I have but it was when I was still playing local pub standard football 10 years ago. It's hard to wo… https://t.co/oQRhj2GU5m,0,Twitter for Android,
Steve Iwasyk,48136365,Welwyn Garden City,2023-01-19 23:07:26,"@Alewin7 Although there's a lot more to it than funding, and I worry that will get ignored until such time as the N… https://t.co/faO4BMlU1u",0,Twitter for Android,
Nathan 'OB' O'Brien,279281687,Luton,2023-01-19 22:54:39,@Football__Tweet The day Daniel Levy took over as chairman of @SpursOfficial,0,Twitter for iPhone,
Red devil,3067690282,Luton,2023-01-19 22:39:54,Gary Neville makes feelings clear on Sir Jim Ratcliffe's Man Utd takeover bid https://t.co/LlpyZI0SHj,0,Twitter Web App,
Red devil,3067690282,Luton,2023-01-19 22:38:14,Four things spotted in Man Utd training as Jadon Sancho returns to action https://t.co/b2lQkcMIm1,0,Twitter Web App,
